id,location,start_time,end_time,instructor,instance_id,name,track,culture,topic_and_subtopic,adult_only,description_book,description_web,duration,fee_itemization,handout_fee,handout_limit,material_fee,material_limit,repeat_count,updated_at
35,Minerva's Spindle  (158),2013-07-26 10:00:00 -0400,2013-07-26 11:00:00 -0400,Mistress Gabrielle d'Auvergne,84,Storytelling Academy,Bardic,Multiple Cultures,,false,"Explore genres, tools, styles, and uses of storytelling. Cultural and medieval approaches, applications, performance coaching.","During this ten-day academy, students will gain knowledge about the history and techniques for storytelling both in the SCA and mundanely. Students may attend individual sessions or all of the academy. There will be guest teachers and time for students to practice and receive feedback. The academy will culminate in a student performance. The focus is on comfort, nurturing, and honing skills within the students’ capabilities. All levels are welcome. Students may pick up a class outline at the academy space, Minerva’s Spindle 158, where classes will also be listed on the message board. Seating is limited; feel free to bring your own chair.",1.0,"",,,,,9,2013-04-17 05:31:33 -0400
30,Middle Eastern Tent,2013-07-26 10:00:00 -0400,2013-07-26 11:00:00 -0400,Lady Álfrún ketta,47,From the Ground Up: Basics for SCA Belly Dance,Middle Eastern,Middle Eastern,,false,"Basic movement vocabulary + improv skills with cultural information, dance etiquette + discussion of dance in the SCA. Class is for all levels!","This class will cover basic movement vocabulary and improvisational skills while touching on both cultural information and musicality. Also presented will be dance etiquette and discussion of different ways you will see (or do!) dance within the scope of the SCA. For both the newer dancer and those with prior experience, the class is designed to get you up and moving at events!",1.0,"",,20,,,1,2013-04-09 20:06:29 -0400
209,New PA Tent,2013-07-26 10:00:00 -0400,2013-07-26 12:00:00 -0400,Lady Siri Toivosdotter,310,Known World Choir Rehearsal,Performing Arts,European,,true,Join the oldest Pennsic Choir as we rehearse in preparation for a concert Aug 1. We will perform some music in tribute to Owain Phyfe.,"The Known World Choir, along with the Children's and Youth Choirs, the Debatable Choir, Chorulus Pennsicus, and other guests will present a concert of medieval and Renaissance choral literature. As part of their repertoire, the Known World Choir will perform some songs in tribute to Owain Phyfe.",2.0,"",,,,,8,2013-04-10 08:19:47 -0400
224,Pine Box Traders (192),2013-07-26 10:00:00 -0400,2013-07-26 11:00:00 -0400,THL Egill the Loomwright,335,Inkle Weaving Basics,Pennsic University,"",,false,"Using the continuous warping method, you will warp the loom and weave an inkle strip.","Warp a loom, weave a small strap or trim piece. Using the continuous warping method, you will warp the loom and weave an inkle strip. Classroom loaner looms available or bring your own.",1.0,"weaving materials, string",,,3.0,,6,2013-04-23 16:20:02 -0400
408,University Point,2013-07-26 10:00:00 -0400,2013-07-26 12:00:00 -0400,"Master Emrys Eustace, yclept Broom",634,Weed Walk ,Pennsic University,Other,,false,Wild plant identification. Wear walking shoes & hat; leave from Univ. Point. **We are seeking teachers to help us continue this Pennsic tradition!**,"Cooper's Lake abounds with medicinal and food plants that were used by various primitive and medieval cultures. Learn to identify them during a walk around the campsite. The walk will take place rain or shine. Please wear sturdy shoes and a hat. Meet at University Point for the start of the class. **We are seeking teachers to help us continue this tradition, one of Pennsic's two longest-running classes!**",2.0,"",,,,,6,2013-04-25 11:58:51 -0400
290,Æthelmearc 2,2013-07-26 10:00:00 -0400,2013-07-26 12:00:00 -0400,Baroness Isolda filia Georgii,431,Learn Illumination Skills from a Period Master,Æthelmearc Scribal,"",,false,"Beginning scribes will learn illuminations skills via instructions and hands-on practice based on the the ""Göttengen Model Book"".","Beginning scribes: Come and learn illumination skills based on a 15th-century Model Book.  Hands-on practice using step-by-step instructions from the ""Göttengen Model Book"". Class will also cover ways that scribes can gain knowledge and experience to continually improve their work. Please bring your scribal kit.",2.0,"",,10,,,1,2013-04-23 16:20:00 -0400
420,A&S 2,2013-07-26 11:00:00 -0400,2013-07-26 12:00:00 -0400,Baroness Gisela vom Kreuzbach,652,The Voice of the Crown: Court Heraldry,Heraldry,"",,false,Will cover court heralds' responsibilities from scroll wrangling to chair placement to voice projection to handling gaffs and awkward moments.,"Standing behind the throne one gets a great view of court and is privy to inside jokes and humorous asides of the Crowns and Coronets we serve. This makes being a Court Herald a lot of fun, a pretty cool position to have. It also carries a level of responsibility. In this class we will discuss the basics of conducting a court, what not to do and what is absolutely expected of us. This class can be occasionally loud.",1.0,"",,,,,2,2013-04-23 16:19:59 -0400
319,A&S 3,2013-07-26 11:00:00 -0400,2013-07-26 12:00:00 -0400,Sir Cellach macChormach,466,14th-Century Pouch Construction,Pennsic University,European,,false,"Make a 14th-C pouch. Rectangular pouches will be the focus, but other shapes will be discussed. Kit will be available to make your own.","Make a 14th-C pouch. Rectangular pouches will be the focus, but other shapes will be discussed. Kit will be available to make your own. Class will build on ""Embroidery of the 14th Century"" class, but attendance at the other class is not necessary.",1.0,"",,15,,10,2,2013-04-09 20:11:52 -0400
494,A&S 5,2013-07-26 11:00:00 -0400,2013-07-26 13:00:00 -0400,Mistress Ameline DuBois,755,Glass and Metal Link Chain,Glass,Multiple Cultures,,true,Learn to make glass and metal chain links and join them. This is an intermediate class; prior glass experience required,"Learn to make glass links using a torch, and metal links with tools. This is a theory, then practice, class.",2.0,"glass, gas and wire costs",,,10.0,5,1,2013-04-23 16:20:00 -0400
648,A&S 6,2013-07-26 11:00:00 -0400,2013-07-26 12:00:00 -0400,Lady Sarai Tindall,979,13th-15th-C Women's Veils and Other Head Coverings,Pennsic University,European,,false,An overview of different veils and head coverings worn in the later Middle Ages by women of all classes.,An overview of different veils and head coverings worn in the later Middle Ages by women of all classes. Handout includes a pattern for a women's coif and instructions on how to wear a veil without the aid of a circlet no matter the length of your hair.,1.0,"",,20,,,1,2013-04-16 13:03:40 -0400
440,A&S 7,2013-07-26 11:00:00 -0400,2013-07-26 12:00:00 -0400,Lady Sylvia du Vey,677,Documenting Your Potable,Pennsic University,"",,false,Learn basic components of effective potable documentation. Geared toward brewers who need to strengthen the documentation piece of their entry.,"Learn the basic components of effective documentation for potables. See an example of effective documentation. This class should help you prepare for most competitions and panels. Some period resources will be shared. Geared toward brewers who have started brewing, who need additional support on strengthening the documentation piece.",1.0,"",,,,,1,2013-04-14 19:01:45 -0400
671,A&S 14,2013-07-26 11:00:00 -0400,2013-07-26 12:00:00 -0400,Lady Arastorm ,999,Anglo-Saxon Coinage,Pennsic University,European,,false,What coins were used in Anglo-Saxon England from 600-1066?,What's in your pouch? What coins were used in Anglo-Saxon England and areas with which they traded? We'll cover from the Migration period to the Norman Conquest. We'll also talk about moniers.,1.0,free handout optional booklet available $5,,,,,2,2013-04-16 14:08:31 -0400
262,A&S 15,2013-07-26 11:00:00 -0400,2013-07-26 13:00:00 -0400,Mistress Alizaundre de Brebeuf,403,Running or Winning Siege Cooking Contests,In Persona,Multiple Cultures,,false,"How to run, enter and win ""siege cooking"" contests, from picking the foods to handout to adding theater to your entry. In-persona class.","""Siege cooking"" contests pit contestants, provided with identical raw ingredients, against each other or a pre-announced standard. A popular feature of weekend events, such contests can spice up a household dinner or provide the entire feast. The instructor has run the Maison Rive siege cooking contest at Pennsic for more than ten years now; learn what worked and what didn't from both sides of the judging table.",2.0,"",,,,,1,2013-04-20 06:26:38 -0400
363,Amphitheater,2013-07-26 11:00:00 -0400,2013-07-26 12:00:00 -0400,Lady Noelle de la Plume,527,Fool School,Performing Arts,European,,false,Are you a fool or a fool wannabe? Come to Fool School to share and learn. Prepare a 5-minute skit to perform. All experience levels welcome.,"Are you a fool or a fool wannabe? Come to Fool School to share and learn. Fools/performers of all types and experience levels are welcome. Jugglers, magicians, singers, freaks and geeks. Get help creating or honing a skit of no more than 5 minutes to perform in the Performing Arts Pavilion on Thursday afternoon of War Week. You might even become a “Licensed Fool.”",1.0,"",,,,,10,2013-04-13 16:34:01 -0400
514,Dance Tent,2013-07-26 11:00:00 -0400,2013-07-26 12:00:00 -0400,Master Martin Bildner,746,Dancing for Children: Stories and Improvising,European Dance,European,,false,It's never too early to learn to dance! Come learn dances fun for all. All youth in attendance require a responsible adult to be present. Ages 4 & up.,"While open to all ages, the class will be geared towards fun and frolicking rather than perfecting steps, and is suitable for ages 4 and up. All youth in attendance require a responsible adult to be present. After learning some basic steps, the class will cover a variety of dances that tell stories as well as more free-form dances.",1.0,"",,,,,1,2013-04-23 16:20:01 -0400
247,Performing Arts Tent,2013-07-26 11:00:00 -0400,2013-07-26 13:00:00 -0400,Lady Erlandr Nordenskald,385,Modern Music for the Medievally Minded,Performing Arts,European,,false,Do you play music by ear or jam with others but wish you had a grasp on reading modern notation? Come learn basics or review music theory.,"Do you play music by ear or jam with others but wish you had a grasp on reading modern notation? Come learn basics or review music theory. Will touch on scales, circle of 5ths, modes, how to find improvisational tonal points, clefs and other basic fundamentals of music and how they relate to what YOU do medievally in music.",2.0,"",,,,,1,2013-04-23 16:20:00 -0400
205,Middle Eastern Tent,2013-07-26 11:30:00 -0400,2013-07-26 12:30:00 -0400,Lady Oola Gulabi,299,Muscle Memory for Middle Eastern Dancing,Middle Eastern,Middle Eastern,,false,Build muscle memory for belly dance by drilling layers of isolations & fluidity in movement. These tools will help your dance become second nature.,"Being able to dance beautifully & effortlessly takes lots of time and practice. That's why I created this short class to help develop those muscles that are needed for belly dance/ Middle Eastern dance. It takes roughly 30,000 repetitions to achieve muscle memory for a movement. Come sweat and drill in that muscle memory so there will be less thinking & more feeling when you dance to live music around the fires! Layering, stamina, & super slow to super fast movements will be covered. All levels.",1.0,"",,,,,1,2013-05-04 10:05:00 -0400
271,A&S 2,2013-07-26 12:00:00 -0400,2013-07-26 13:00:00 -0400,Master Cariadoc,419,Being Your Persona,Pennsic University,Multiple Cultures,,false,"How to maintain the illusion, at an event, that you are a period person interacting with other period people.","How to maintain the illusion, at an event, that you are a period person interacting with other period people.",1.0,"",,50,,,2,2013-04-20 10:53:54 -0400
355,A&S 3,2013-07-26 12:00:00 -0400,2013-07-26 15:00:00 -0400,Lord Tempus Peregrinator,537,"Gussets, Godets, Gores, Neck Holes and Shirts...",Pennsic University,European,,false,"Everything about making shirts. Fit the neck perfectly, how to cut and sew gussets, godets and gores, easily. And how to make real Renaissance shirts.","This class is everything you need to know about making your shirts. Comes in three parts. First, how to cut the neck opening to fit any garment, the geometry and how to make the perfect keyhole necks which work for the T-tunic, doublet, bodice, cotehardie, houppelande and even modern shirts. Second, is how to cut and sew gussets, godets and gores, all devices to give your clothes better fit, more fullness and freedom of movement. We'll discuss how to cut and sew gussets, as found on the underarms of T-tunic, the fast and easy way. Also covering godets and gores, the difference and how easy they are to sew. Lastly, we'll look at how to make shirts in the Renaissance style; how it was originally done as well as a few minor changes to make it easier, faster and fit you better. Renaissance shirts for men women and children, with a minimum of fuss and waste.",3.0,"",,,,,1,2013-04-11 19:59:37 -0400
366,A&S 4,2013-07-26 12:00:00 -0400,2013-07-26 13:00:00 -0400,Lady Mariot Carllein,551,Beginning Blackwork: Thread a Needle and...,Pennsic University,European,,false,"Blackwork: examples, uses, and how-to. Covers basic stitches and breaking down geometric patterns in an easy way in a hands-on class.","Introduction to counted blackwork patterns. Learn how to break down complex patterns into easy parts, with a simple trick to help prevent errors. We will look at period examples of blackwork, showing how it was used, including types beyond geometric. Then we'll get out the needles and start.

Blackwork was used on sleeves, collars and cuffs in lovely and striking patterns, as well as on household goods. There is a lot you can do with blackwork!",1.0,"",,,,6,1,2013-04-11 22:11:36 -0400
424,A&S 6,2013-07-26 12:00:00 -0400,2013-07-26 13:30:00 -0400,Scholastica Joycors,660,Event Decorating on a Shoestring,Pennsic University,Multiple Cultures,,false,Learn how to cut heraldic forms for centerpieces or wall decorations out of paper to decorate feast halls or event sites. Class materials supplied.,"Learn how to cut heraldic forms for centerpieces or wall decorations out of paper to decorate feast halls or event sites. Applications for metalwork, leather work, stained glass or clothing decorations. Ages 12 & up. Class materials supplied. Pattern book available for $20.",1.5,"",,50,,,3,2013-04-25 19:17:25 -0400
546,A&S 7,2013-07-26 12:00:00 -0400,2013-07-26 14:00:00 -0400,THL Kiar of Auburn,812,Top It Off: Mid-16th-Century Flat Cap,Pennsic University,European,,false,This hands-on class will teach you how to construct a mid-16th-century flat cap for men or women. Bring scissors.,"Hats finish the outfit, so ""top it off"". This hands-on class will teach you how to construct a mid-16th-century flat cap for men or women, based on the burial hat of Don Garzia de'Medici (1562). Hand-sewing ability helpful. Bring scissors. Additional participants may bring their own fabric (1 yard), needle and thread.",2.0,"fabric, needle, thread",0.5,12,8.0,10,1,2013-04-15 21:24:59 -0400
292,A&S 9,2013-07-26 12:00:00 -0400,2013-07-26 13:00:00 -0400,Lady Margrett Norwoode,433,*Le Roman de Fauvel: A Horse Is a Horse--or Is He?,Bardic,"",,false,"Satirical poem set as 14th-C. MS with narrative text, illuminations & monophonic/polyphonic music. It tells the story of an evil horse named Fauvel.","*Le Roman de Fauvel* is a satirical poem from the early 14th century that was turned into an elaborate illuminated manuscript with narrative text, paintings and accompanying music both monophonic and polyphonic. It tells the story of an evil horse named Fauvel, his tenure over man in a reversal of man's dominion over beasts and his search for love and security. This class will explore the story and manuscript as well as listen to a selection of recorded music from *Le Roman de Fauvel*.",1.0,"",,25,,,1,2013-04-23 16:20:01 -0400
627,A&S 12,2013-07-26 12:00:00 -0400,2013-07-26 13:00:00 -0400,THL Gabrielle Sendel,907,SCA and the ADA,Pennsic University,"",,false,How does the ADA (Americans with Disabilities Act) apply to the SCA?  What to do and how to do it as well as what not to do.,"How does the ADA (Americans with Disabilities Act) apply to the SCA?  What to do and how to do it as well as what not to do. If you are autocrating an event, or just wondering what your options are under the ADA, you can find the answers here.",1.0,"",,,,,2,2013-04-23 16:20:01 -0400
15,A&S 14,2013-07-26 12:00:00 -0400,2013-07-26 14:00:00 -0400,Baroness Betha Symonds,24,Beginning Viking Wire Weaving,Pennsic University,European,,false,"Students will learn to make intricate chains in the manner of the Vikings and other cultures, without need for heat or complicated tools.","This class will teach beginning students to make intricate chains in the manner of the Vikings and other ancient cultures, without the need for heat or complicated tools. With the techniques presented, you will learn to create items like the ones found in Viking burials and treasure hoards across the Nordic countries dating from the 9th century to the late 12th century. Wire chains made in this fashion have also been discovered in the British Isles (875 AD) and in the Roman, Greek and Byzantine civilizations from the 4th century BC to the 1st century AD. Timeless items can be created that are still beautiful and wearable today. If you have needle-nose pliers and wire cutters, please bring them. If you need glasses for close or small work, please bring them. The fee for the class includes the materials needed to complete the leather cord necklace. To view this unique jewelry, please visit www.AncientWire.com/book.htm",2.0,"wire, pencil, tape, leather",1.0,,2.0,10,3,2013-04-23 16:19:59 -0400
47,Dance Tent,2013-07-26 12:00:00 -0400,2013-07-26 13:00:00 -0400,Master Sion Andreas o Wynedd,64,The *Bransle de la Haye*--and a Bit More,European Dance,European,,false,"The *Bransle de la Haye* breaks all the rules. In fact, it feels like those English dances that some people like to complain about. Hmm, I wonder…","We all know how to do a bransle, right? Well, wrong. All that double left, double right stuff is fine for 90-something percent of bransles, but there is one—ah, how have we overlooked it for so long?—that is free, fanciful, and (dare I suppose) feels a lot like some of the best parts of those English dances that some people like to complain about. Hmm, I wonder…",1.0,"",,,,,1,2013-04-06 23:17:08 -0400
370,Livonia Smithery (170),2013-07-26 12:00:00 -0400,2013-07-26 13:00:00 -0400,Lord T W,558,Beginning *Repoussé* & Chasing,Pennsic University,"",,false,Hands-on class; will make a copper foil rose.,Hands-on class; will make a copper foil rose.,1.0,Hand out,5.0,12,,,10,2013-04-17 14:30:23 -0400
492,SPCA (W10),2013-07-26 12:00:00 -0400,2013-07-26 14:00:00 -0400,THL Elaine Ladd,740,Cooking Over a Campfire 101,Cooking Lab,"",,false,"Covers the very basics of making a fire for cooking, some types of cookware, very basic sanitation principles, and a Q&A period.","Covers the very basics of making a fire for cooking, some types of cookware, as well as some foods to stay away from, and very basic sanitation principles. Two-hour time period to allow demonstrations of fire keeping and safety, and a Q&A period.",2.0,"",,,,,1,2013-05-04 09:51:50 -0400
447,New PA Tent,2013-07-26 12:30:00 -0400,2013-07-26 14:00:00 -0400,Master Phillip the Pilgrim,687,*Bodhran* 101,Performing Arts,Other,,false,Introduction to playing the Irish frame drum. No experience necessary. Please bring your drum.,"",1.5,"",,,,,1,2013-04-15 20:13:35 -0400
242,A&S 2,2013-07-26 13:00:00 -0400,2013-07-26 14:00:00 -0400,Brunissende Dragonette,374,Documenting a French name,Heraldry,European,,false,"There are good sources available to document a French name. We'll discuss how to document a name, plausible structures of names and how to submit it.","There are some good sources available to document a French name. We'll discuss how to document a name, plausible structures of names and how to submit it for registration. 
This class is suitable for newer heralds as well as for non-heralds.",1.0,"",,,,,1,2013-04-11 15:38:05 -0400
293,A&S 4,2013-07-26 13:00:00 -0400,2013-07-26 14:00:00 -0400,Lady Margrett Norwoode,434,Trance/Altered States in Middle Ages & Renaissance,Pennsic University,"",,false,"Long before Mesmer & modern hypnosis, there were the power of suggestion, trance states, altered states and magnetism theories.","This class explores the precursors to hypnosis that are found in the Middle Ages, Renaissance and even earlier. We will explore evidence of trance, altered states of consciousness, the power of suggestion and the animal magnetism theories that later inspired Mesmer. Historical material will be put in context by comparisons with modern hypnosis information. Presenter is a certified hypnotist.",1.0,"",,25,,,1,2013-04-17 15:15:26 -0400
612,A&S 9,2013-07-26 13:00:00 -0400,2013-07-26 14:00:00 -0400,Lord Lucien de Pontivy,888,What Does Period Vocal Music Sound Like?,Bardic,European,,false,"A whirlwind tour of five centuries of vocal music, with two vocalists and a harp using extant examples for illustration.","Don't know your Machaut from your Morley? Join two vocalists and a harp for a whirlwind musical tour! We will sketch a historical arc that follows the major developments of five centuries of writing for the voice, using extant examples for illustration. We'll also share some of our own favorites.",1.0,"",,,,,1,2013-04-19 13:02:25 -0400
628,A&S 12,2013-07-26 13:00:00 -0400,2013-07-26 14:00:00 -0400,Lady Ros Mairi Anderson,909,Secrets of the Manor Stillroom,Pennsic University,"",,false,"What is the ""manor stillroom""? Is it the place for the formation of all healing, scent, cosmetics, used by residents of the manor? Come find out!","What is the ""manor stillroom""?  Is it the most important room in every manor? The place where all medicines were created? The room where cosmetics and perfumes were created? The room were herbal formulaes were created for the manor kitchen? Perhaps it is all of the above. Come and let's learn about this room that was so important to the residents of the manor.",1.0,"",,,,,1,2013-04-17 21:34:29 -0400
717,A&S 15,2013-07-26 13:00:00 -0400,2013-07-26 14:00:00 -0400,THL Illuminada Eugenia de Guadalup,1037,*Memento Mori*,In Persona,Other,,false,"*Memento Mori*, the cult of a good death was intrinsic to the Spaniards. Examine its history, its effect on daily life, and Phillip II as an exemplar.","*Memento Mori*, the Spanish attitude toward death in the 16th century, focused on leading a good life and having a holy death. *Ars Moriendi* was a manual for preparing for this good, holy death. The death of Phillip II was considered an exemplar of the good death.",1.0,"",,,,,2,2013-04-23 16:19:59 -0400
220,Dance Tent,2013-07-26 13:00:00 -0400,2013-07-26 14:00:00 -0400,Gregory Blount,330,Help Advise a Dance Apprentice,European Dance,European,,false,Criticism is a great way to improve as a dance teacher. We'll pick experts from the attendees & critique me teaching like a novice. Will I be fired?,"Giving and taking constructive criticism is a great way to improve as a dance teacher. We'll pick an expert panel from the class attendees, and critique Gregory pretending to be a novice dancemaster. Will I be fired?",1.0,"",,,,,1,2013-04-08 10:13:03 -0400
11,Games Tent,2013-07-26 13:00:00 -0400,2013-07-26 14:00:00 -0400,Lord István Nyiregyhazi,39,Alquerques,Games,Middle Eastern,,false,Period game from the Middle East in the family of checkers-style games. We will teach the rules and the play.,"Period game from the Middle East in the family of checkers-style games. We will review what is known, the rules, and the play through some games to learn the basic strategies.",1.0,Handouts available on line,,10,,,1,2013-04-23 16:20:00 -0400
607,Middle Eastern Tent,2013-07-26 13:00:00 -0400,2013-07-26 14:30:00 -0400,Solveig Throndardottir,881,*Minyo*: Japanese Festival Dance,Performing Arts,Far Eastern,,false,A participatory introduction to Japanese dance movement and several Japanese festival dances.,A participatory introduction to Japanese dance movement and several Japanese festival dances.,2.0,handout,1.0,12,,,1,2013-04-21 19:49:20 -0400
210,Performing Arts Tent,2013-07-26 13:00:00 -0400,2013-07-26 14:00:00 -0400,Mistress Arianna of Wynthrope,307,Choral Conducting,Performing Arts,European,,false,"Hands-on training in conducting patterns, cueing, finding & fixing errors, and choral leadership. You will sing & direct with teacher mentoring.","Taught by a past Pennsic Choir director and current director of the Debatable Choir, this class covers conducting patterns, cueing, finding and fixing errors, and choral leadership. Participants will sing and direct the other students in a choral piece, with assistance and advice from the instructor.",1.0,"",,15,,15,2,2013-04-23 16:20:00 -0400
669,Æthelmearc 1,2013-07-26 13:00:00 -0400,2013-07-26 15:00:00 -0400,Mistress Alicia Langland,1088,Adv. Calligraphy: *Mira Calligraphiae Monumenta*,Æthelmearc Scribal,European,,false,"Learn 3 scripts: Lombardic caps, blackletter, & italic, and tips to take calligraphy to the next level. Three two-hour sessions. Not for beginners.","The *Mira Calligraphiae Monumenta* is a late-period Renaissance master’s showcase. In this 3-day, in-depth study, students will learn scripts used in this manuscript: Lombardic capitals, blackletter, and italic. Take your calligraphy to the next level with our tips on using a quill, using an Ames lettering guide, and creating non-standard layouts. Plan to attend all 3 two-hour sessions. Not suitable for beginners.",2.0,"calligraphy marker, watercolor paper, binder, supplies, color handouts",,10,15.0,10,3,2013-04-25 20:49:03 -0400
371,Livonia Smithery (170),2013-07-26 13:30:00 -0400,2013-07-26 14:30:00 -0400,Lord T W,568,Beginning Engraving,Pennsic University,"",,true,"Hands-on class. Intro to tools, first cuts, graver control, hammer use.","Hands-on class. Intro to tools, first cuts, graver control. Student will learn both hand-held and hammer-struck engraving.",1.0,printed handout,5.0,12,,,10,2013-04-17 20:42:54 -0400
356,A&S 2,2013-07-26 14:00:00 -0400,2013-07-26 15:00:00 -0400,Lady Lillia de Vaux,540,Intermediate Heraldic Research Roundtable,Heraldry,Multiple Cultures,,false,Take your heraldic research to the next level. Or come to share your favorite sources and tricks. Intended for heralds of all levels.,Where do you go when the usual sources just don't have what you need? Have skills you'd like to pass on to newer heralds? Come share your favorite sources and research tips in a roundtable format. Intended for heralds of all experience levels. Handout provided.,1.0,"",,,,,2,2013-04-11 20:00:47 -0400
778,A&S 4,2013-07-26 14:00:00 -0400,2013-07-26 15:00:00 -0400,Lord Dunstan Bramblette,1142,Keeping Bees in the Knowne World,Pennsic University,Multiple Cultures,,false,Get an idea of what is involved in keeping bees in the here and now. I'll walk you through a typical year.,Get an idea of what is involved in keeping bees in the here and now. I'll walk you through a typical year.,1.0,"",,,,,2,2013-05-04 20:51:03 -0400
6,A&S 6,2013-07-26 14:00:00 -0400,2013-07-26 16:00:00 -0400,Lady Caterina Giaocchini,43,The Renaissance *Saccoccia* (aka Pocket),Pennsic University,European,,false,A short workshop where we will review *saccoccia* images followed by hand-stitching your own to carry your valuables and small Pennsic purchases.,"",2.0,"Handout, pre-cut fabric, needle and thread.",1.0,10,2.0,10,1,2013-04-06 23:17:07 -0400
538,A&S 7,2013-07-26 14:00:00 -0400,2013-07-26 15:00:00 -0400,Baroness Verena Entenwirth,808,Funny Little Cordial,Pennsic University,"",,true,The properties of humors in brewing. Covers the classification of medieval beverages & how to create a cordial based on a desired humor. Over 21 only.,"A look into the properties of humors in brewing. Medieval food and drinks were chosen and arranged based on their “humors”, a classification system of hot to cold, and moist to dry that was thought to influence one's temperament and health. Class covers the classification of typical medieval beverages such as ales, beers, wines and mead as well as how to create a personalized cordial based on a desired humor. Over 21 only.",1.0,$5 for handout and samples,,,5.0,,1,2013-04-23 16:20:00 -0400
718,A&S 12,2013-07-26 14:00:00 -0400,2013-07-26 15:00:00 -0400,Lord Brynn Herleifsson,950,Period Stained Glass Basics,Glass,Multiple Cultures,,false,"Discussion of materials, techniques, and primary sources used in period stained glass work. This will not be hands-on, but many visual aids!","Discussion of materials, techniques, and primary sources used in period stained glass work, including vitreous paints, silver stain, design considerations, lead came technique, etc. Discussion will also include an overview of primary sources and other resources for research. Practical hands-on will not be available, but many examples will be available for viewing.",1.0,"",,20,,20,1,2013-04-16 11:34:54 -0400
790,A&S 13,2013-07-26 14:00:00 -0400,2013-07-26 15:00:00 -0400,Master Basilius Phocas,1165,"Capons, Gelatin, & Bread from the 1549 *Banchetti*",Pennsic University,European,,false,"Capons with sour grape juice, egg yolks, and barberries; French egg-white gelatin; and the bread of milk and sugar from the 1549 *Banchetti*.","",1.0,"",,,,,2,2013-05-04 20:45:29 -0400
255,A&S 15,2013-07-26 14:00:00 -0400,2013-07-26 15:00:00 -0400,Master Cariadoc,394,Law in the Lands of Peace,In Persona,Middle Eastern,,false,"A class on *Sharia*, Muslim law, taught in persona from the point of view of the Maliki school.","A class on *Sharia*, Muslim law, taught in persona from the point of view of the Maliki school.",1.0,"",,50,,,1,2013-04-17 14:51:26 -0400
12,Gunnery Point (Top of Mt Eislinn),2013-07-26 14:00:00 -0400,2013-07-26 16:00:00 -0400,Lord Erich von Kleinfeld,71,Period Black Powder Firearms Safety & Handling,Pennsic University,European,,true,"Firearm safety, handling, and shooting procedures for small arms and artillery, 1320-1600. Powder + match supplied by teacher. Ages 18+.","Firearm safety, handling, and shooting procedures for small arms and artillery, 1320-1600. Owners of period arms are requested/encouraged to bring them and help with coaching newer shooters. Powder and match are supplied by instructor. Ages 18+.",2.0,"",,20,,,1,2013-04-17 05:31:33 -0400
759,Dance Tent,2013-07-26 14:00:00 -0400,2013-07-26 15:00:00 -0400,Lady Rebecca bint Cariadoc,1111,Beginner Dance: Absolute Beginner Dance,European Dance,European,,false,Never danced before? This is the class for you! We’ll start from the very basics and soon you'll be on your way to the ball!,"",1.0,"",,,,,1,2013-04-17 21:59:30 -0400
754,Games Tent,2013-07-26 14:00:00 -0400,2013-07-26 15:00:00 -0400,Games Tent Staff,1099,Period Board Games,Games,Multiple Cultures,,false,Games Tent staff will teach a variety of period board games. Students will then have time to play them.,Games' tent staff will teach a variety of easy-to-learn period board games from various cultures. Students will then have a chance to play them.,1.0,"",,,,,3,2013-04-23 16:20:00 -0400
225,Pine Box Traders (192),2013-07-26 14:00:00 -0400,2013-07-26 15:00:00 -0400,THL Egill the Loomwright,341,Stick Weaving,Pennsic University,"",,false,"Stick weaving is a simple, weft-based weaving method.","Stick weaving is a simple, weft-based weaving method. Great for making belts and straps. Upgradable to make everything from shawls to rugs. Sticks and string provided; take your work home with you.",1.0,Sticks & string,,,6.0,,4,2013-04-17 14:41:31 -0400
246,New PA Tent,2013-07-26 14:00:00 -0400,2013-07-26 15:00:00 -0400,Lady Erlandr Nordenskald,381,*Chorulus Pennsicus*,Performing Arts,European,,true,A limited voice choir by audition only that will rehearse and perform at War. Attend first session if interested. Listeners are welcome.,A limited voice choir by audition only that will rehearse and perform at War. Attend first session if interested. Listeners are welcome. Music will be available in advance from the KWChoir yahoo group's page.,1.0,"",,,,,4,2013-04-23 16:20:02 -0400
772,A&S 2,2013-07-26 15:00:00 -0400,2013-07-26 16:00:00 -0400,THL Wu Yun,1131,Heraldic Customer Service,Heraldry,"",,false,How to be a better local officer/consultation herald with a few relatively painless changes.,So you went to the bathroom during the bizmeet and now you're the herald. Or maybe you've been your group's herald since Cariadoc was a bootblack and there's no one to take over the office. Come learn some ways to be a better officer and serve your group without letting the heraldry go by the wayside.,1.0,"",,,,,2,2013-04-22 12:02:12 -0400
429,A&S 3,2013-07-26 15:00:00 -0400,2013-07-26 16:00:00 -0400,Daniele da Padola,666,Quadratic Problems using Euclid,Pennsic University,Multiple Cultures,,false,Book 2 of Euclid is all about various different quadratic problems. Come join us as we try to use it practically.,Book 2 of Euclid is all about various different quadratic problems. We will attempt to use Euclid to solve various period math problems. The point of this class is to attempt to free ourselves from modern mathematics and solve period problems in a period manner (and being limited by period limitations).,1.0,"",,,,,1,2013-04-14 15:30:24 -0400
